creator_username,creator_id,creator_followers,creator_verified,creator_bio,creator_type,creator_gender,country_origin,is_ai_generated,video_id,video_url,posting_date,duration_seconds,hashtag,caption,language,likes,views,shares,comments,engagement_rate,is_acne_relevant,before_after,video_intent,location_of_shoot,misinformation_label,claim_type,claim_accuracy,treatment_origin,cultural_claim,western_accepted,label_confidence,notes,transcript,product_name,product_brand,product_category,product_shown,ingredient_named,clinical_validity,start_acne_score,end_acne_score,delta_improvement,subject_gender_visual,single_multiple_people,indoor_outdoor
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7607833424388230414,https://www.tiktok.com/@dr.mamina/video/7607833424388230414,2026-02-17T14:00:06.000Z,32,"dermatologist, dermatology, doctorlife","Because not all heroes wear capes 🙈or are derms just crazy? 🤪 What’s your super power?!
#dermatologist #dermatology #doctorlife",English,4053,72000,135,47,5.63,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drspf,6833996485622449157,1300000,TRUE,"Harvard-Trained Dermatologist 🩺 Top Doc 🏆 808 born🤙 Founder, Sugai Academy 🎥",dermatologist,unknown,Unknown,no,7320782440220429610,https://www.tiktok.com/@drspf/video/7320782440220429610,2024-01-06T00:55:20.000Z,85,"retinol, dermatologist, drsugaiskincare, beautysecrets, beautyhacks, beautytips, antiagingskincare, skincareroutine",#retinol #dermatologist #drsugaiskincare #beautysecrets #beautyhacks #beautytips #antiagingskincare #skincareroutine ,English,9592,218800,607,171,4.38,yes,no,education,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7534348396014931231,https://www.tiktok.com/@dermangelo/video/7534348396014931231,2025-08-03T13:20:22.000Z,173,"skincare, haircare, dermatologist, dermangelo",Skincare TRUTHBOMBS. #skincare #haircare #dermatologist #dermangelo ,English,46600,554700,1735,1052,8.4,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drmadalyn,6760302693480465414,168500,FALSE,"your fav derm | atx
skin science meets sisterhood 🎀
✎ teamdr.madalyn@gersh.com",dermatologist,unknown,Unknown,no,7597111331103198494,https://www.tiktok.com/@drmadalyn/video/7597111331103198494,2026-01-19T16:32:27.000Z,132,"dermatologist, microneedling, aginggracefully, sculptra, wearfigs","what products or procedures have taken your skin to the next level?
 
you know you’re getting old when you’re flattered that your patients ask “are you old enough to be a doctor” 🥲 this is everything I did to preserve and maintain my skin in hopes of aging gracefully! 

- one thing I wish I did better was more aggressive spf use at an earlier age - prevention is everything, after all!

- retinoids helped with my acne early on, but have the added benefit of collagen stimulation - so that was an unwitting slay 🤭

- cleanser for a clean base, of course, but double cleansing really changed the game. 

- moisturizer to keep things hydrated because dry skin is dull, irritated, and/or wrinkled skin. you can often achieve a youthful plump with just moisturizing alone! this one is a must for me especially as a dry skin girly, but even oily skin needs moisturizer!

- adding an antioxidant was a game changer for skin vibrance - I personally love vitamin C but have been adding in additional antioxidants with each passing year lol. 

- my favorite add-ons to further stimulate collagen and combat fine lines recently have been peptides, growth factors, and exosomes! it has added a few steps to my routine so I sometimes skip these on busy days where I can only do the bare minimum basics

- as for procedures, I’ve shared all this before, but recently also tried sculptra and am starting to get more curious about skin tightening! these are all things that I recommend to my patients all the time because they’re things that I would personally do and/or would want for my mother, sister, father, or fiance (though dad and Evan have yet to agree to let me do anything for them 😒)

products used in this video are on my ShopMy (linked in bio) 🫶🏻

@aestura_us @dermalogica @numbuzin @chanel.beauty @SkinCeuticals @SkinMedica® @KraveBeauty @Clinique 
@EADEM @Project E Beauty @Sweed Beauty
#dermatologist #microneedling #aginggracefully #sculptra #wearfigs @wearfigs",English,20500,276100,688,189,7.42,yes,no,product_promotion,unknown,misinformation,supplements,unsupported,Western_clinical,no,no,high,,,,,,,,,,,,,,
denverskindoc,6749129749094499333,1300000,TRUE,"Dermatologist
MY FAVES⏬
Biz 📧 in bio
No medical advice",dermatologist,unknown,Unknown,no,7589283659417423135,https://www.tiktok.com/@denverskindoc/video/7589283659417423135,2025-12-29T14:17:18.000Z,113,"melanoma, melanomaawareness, skincancer, dermatologist, moles","Stitch w/ deez_lifee how to spot melanoma and why such a tiny spot can turn into such a big surgery!

Thanks for sharing your journey!

#melanoma #melanomaawareness #skincancer #dermatologist #moles ",English,8339,411200,500,174,2.03,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermarkologist,6800151173477663749,1200000,TRUE,"Your Favorite Dermatologist👨🏻‍⚕️
No content is medical advice
Views are my own",dermatologist,unknown,Unknown,no,7616867349873904927,https://www.tiktok.com/@dermarkologist/video/7616867349873904927,2026-03-13T22:15:48.000Z,89,"dermatologist, hyperpigmentation, skincaretips, dermarkologist","How to fix your hyperpigmentation…

I wish it were as easy as waving a magic wand, but it’s not! Here is what may help though

What has worked for your hyperpigmentation?

Original vid: @anginthecityon 

#dermatologist #hyperpigmentation #skincaretips #dermarkologist",English,1464,47300,41,21,3.1,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
skinbydrazi,6694796203819975686,1900000,TRUE,"👩🏻‍⚕️M.D/ Dermatologist / Educator 
CEO Of Lasers
🚫 No Med Advice 🚫",dermatologist,unknown,Unknown,no,7211928486540528942,https://www.tiktok.com/@skinbydrazi/video/7211928486540528942,2023-03-18T16:46:06.000Z,25,"skincare, skincaretips, skincareroutine, learnontiktok, skintok, acneskincare, skinbydrazi, dermatologist",Dermatology tips I wish I knew sooner #skincare #skincaretips #skincareroutine #learnontiktok #skintok #acneskincare #skinbydrazi #dermatologist  ,English,1776,40900,55,23,4.34,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
aamnaadel,6807857701374411782,1800000,TRUE,"Dermatologist & hair expert 🎀 
founder @rhute 
💌 dradel@markhortalent.com",dermatologist,unknown,Unknown,no,7425701395594022177,https://www.tiktok.com/@aamnaadel/video/7425701395594022177,2024-10-14T18:34:05.000Z,79,"dermatologist, dradel, skintok, skincare, skincaretips, skincareroutine, pores, minimisepores, skintexture, glassskin, poreless, routine, retinol, spf, exfoliation, exfoliate, foryou, fyp","step by step guide to mimising pores 👋🏼💦🧖🏾‍♀️💕

#dermatologist #dradel #skintok #skincare #skincaretips #skincareroutine #pores #minimisepores #skintexture #glassskin #poreless #routine #retinol #spf #exfoliation #exfoliate #foryou #fyp ",English,46000,1100000,2246,374,4.18,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,high,,,,,,,,,,,,,,
drjennyliu,6734027145938666498,444700,TRUE,"Dermatologist, FAAD
Red Note 小红书： DermTalk ⬇️
IG: @derm.talk
YT: Dr Jenny Liu",dermatologist,unknown,Unknown,no,7475355483126336814,https://www.tiktok.com/@drjennyliu/video/7475355483126336814,2025-02-25T13:58:36.000Z,55,"sebaceousfilament, skincaretips, porecare, oilyskin, dermatologist, dermtok, skintok",Remember #sebaceousfilament are normal like pores but you can reduce their appearance #skincaretips #porecare  #oilyskin #dermatologist #dermtok #skintok ,English,21600,743000,885,165,2.91,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7423915905203113246,https://www.tiktok.com/@dr.mamina/video/7423915905203113246,2024-10-09T23:05:33.000Z,81,"dermatologytiktok, dermatology, dermatologist, skin, tiktokpartner",I had to dig deep in my brain archives for some of these tips. Was this helpful?! Would love to hear which one surprised you most 👀 #dermatologytiktok #dermatology #dermatologist #skin #tiktokpartner ,English,1146,26800,88,12,4.28,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,6886649153150127366,https://www.tiktok.com/@dermdoctor/video/6886649153150127366,2020-10-23T03:16:45.000Z,20,"dermatologist, skincare, beautyhacks, learnontiktok, skincareroutine, acne, glowup, fyp",Textured & Bumpy Skin #dermatologist #skincare #beautyhacks #learnontiktok #skincareroutine #acne #glowup #fyp,English,496200,8900000,26600,2410,5.58,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drjennyliu,6734027145938666498,444700,TRUE,"Dermatologist, FAAD
Red Note 小红书： DermTalk ⬇️
IG: @derm.talk
YT: Dr Jenny Liu",dermatologist,unknown,Unknown,no,7464595430475730222,https://www.tiktok.com/@drjennyliu/video/7464595430475730222,2025-01-27T14:04:02.000Z,58,"texturedskin, skincaretips, cloggedpores, congestedskin, skincarehacks, acneproneskin, dermatologist, skintok, dermtok",#texturedskin #skincaretips #cloggedpores #congestedskin #skincarehacks #acneproneskin #dermatologist #skintok #dermtok ,English,28900,920600,906,225,3.14,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
aamnaadel,6807857701374411782,1800000,TRUE,"Dermatologist & hair expert 🎀 
founder @rhute 
💌 dradel@markhortalent.com",dermatologist,unknown,Unknown,no,7398614908671118624,https://www.tiktok.com/@aamnaadel/video/7398614908671118624,2024-08-02T18:44:39.000Z,56,"dermatologist, dradel, skintok, skincare, skincareroutine, skincareproducts, dryskin, hygiene, hygienehacks, hygieneproducts, fungalinfection, fungalnail, productrecommendations, diyskincare, skinhacks, athome, diy, warts, wartsremoval, foryou, fyp","not usually a fan of DIY skincare but these hacks actually work & best of all you probably already have these products in your cupboard 🛀🧼🌸💗

#dermatologist #dradel #skintok #skincare #skincareroutine #skincareproducts #dryskin #hygiene #hygienehacks #hygieneproducts #fungalinfection #fungalnail #productrecommendations #diyskincare #skinhacks #athome #diy #warts #wartsremoval #foryou #fyp ",English,9762,191900,791,84,5.09,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
aamnaadel,6807857701374411782,1800000,TRUE,"Dermatologist & hair expert 🎀 
founder @rhute 
💌 dradel@markhortalent.com",dermatologist,unknown,Unknown,no,7588997547197287683,https://www.tiktok.com/@aamnaadel/video/7588997547197287683,2025-12-28T19:46:28.000Z,50,"dermatologist, skintok, ingrownhairs, shavingroutine, hygienetips",3 secrets to the best shave for SMOOTH skin with no ingrowns 🪒 #dermatologist #skintok #ingrownhairs #shavingroutine #hygienetips,English,55300,1400000,1792,136,3.95,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7457805396032392478,https://www.tiktok.com/@dr.mamina/video/7457805396032392478,2025-01-09T06:54:21.000Z,56,"ingrownhair, hotgirl, hotgirlsummer, skincaretips, skincarehacks, dermatologist","What topic are we tackling next in this series?! Here to give you all the derm big sis advice I can ❤️

#ingrownhair #hotgirl #hotgirlsummer #skincaretips #skincarehacks #dermatologist ",English,10500,439000,243,84,2.39,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drjennyliu,6734027145938666498,444700,TRUE,"Dermatologist, FAAD
Red Note 小红书： DermTalk ⬇️
IG: @derm.talk
YT: Dr Jenny Liu",dermatologist,unknown,Unknown,no,7598029009116564749,https://www.tiktok.com/@drjennyliu/video/7598029009116564749,2026-01-22T14:04:00.000Z,58,"rash, hives, dermatologist, skincaretips, dermtok",This can be so uncomfortable #rash #hives #dermatologist #skincaretips #dermtok ,English,6054,347000,1532,180,1.74,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermguru,6814497530991150085,1700000,TRUE,"Derm👩‍⚕️
📧 zubritskylm@gmail.com
❌No med advice
NEW PODCAST: Listen now👇🏻",dermatologist,unknown,Unknown,no,7613464697232248095,https://www.tiktok.com/@dermguru/video/7613464697232248095,2026-03-04T18:11:46.000Z,18,"dermguru, dermtok",Skincare ingredient combinations that will fix your skin problems! #dermguru #dermtok ,English,3397,85500,239,31,3.97,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
aamnaadel,6807857701374411782,1800000,TRUE,"Dermatologist & hair expert 🎀 
founder @rhute 
💌 dradel@markhortalent.com",dermatologist,unknown,Unknown,no,7607918028063247638,https://www.tiktok.com/@aamnaadel/video/7607918028063247638,2026-02-17T19:27:36.000Z,62,"dermatologist, skincare, skincareroutine, largepores, drugstore",3-steps to say bye to large pores 🤭 💦 #dermatologist #skincare #skincareroutine #largepores #drugstore @medicube global @Eucerin Deutschland @RoC Skincare ,English,3453,139400,102,34,2.48,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermguru,6814497530991150085,1700000,TRUE,"Derm👩‍⚕️
📧 zubritskylm@gmail.com
❌No med advice
NEW PODCAST: Listen now👇🏻",dermatologist,unknown,Unknown,no,7174787748648471854,https://www.tiktok.com/@dermguru/video/7174787748648471854,2022-12-08T14:41:04.000Z,27,"salicylicacid, benzoylperoxide, adapalene, retinoids, dermrecommended, dermguru, acnetreatment, drugstoreskin, affordableskincare, acnetok, acnetreatment","Things your acne regimen doesn’t need to be: complicated, expensive, or fancy. You don’t need to buy acne lines. You don’t need to break the bank. You just need products with effective, tried and true ingredients like #salicylicacid #benzoylperoxide or #adapalene / #retinoids — consistency is key! #dermrecommended #dermguru #acnetreatment #drugstoreskin #affordableskincare #acnetok #acnetreatment ",English,185000,2100000,3151,414,8.81,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7309232709816028459,https://www.tiktok.com/@dermangelo/video/7309232709816028459,2023-12-05T21:56:09.000Z,255,"duet, skincaretips, dermreacts, skincare, dermatologist, reaction, reactionvideo, dermangelo, skintok",#duet with @Maja Love her energy. #SkincareTips #dermreacts #skincare #dermatologist #reaction #reactionvideo #dermangelo #skintok ,English,885,52200,16,35,1.7,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
brownskinderm,6851647924578223110,79000,FALSE,"👩🏾‍⚕️DERMATOLOGIST🩺
 ✨IG @brownskinderm🤴🏽👸🏽
🖊As seen in Vogue, Allure",dermatologist,unknown,Unknown,no,7617194300199226638,https://www.tiktok.com/@brownskinderm/video/7617194300199226638,2026-03-14T19:24:32.000Z,45,"skincareeducation, hibiclens, chlorhexidine, skintips, bodyodor, dermtok, hidradenitissuppurativa","PSA: Hibiclens is NOT daily skincare. 🚨
Hibiclens (chlorhexidine) is a surgical antiseptic cleanser used in medical settings before procedures. It’s not meant to be used as your everyday face or body wash.
Daily use can:
• Disrupt your skin barrier
• Alter your skin microbiome
• Cause dryness & irritation
The exception? Certain medical conditions like hidradenitis suppurativa, where doctors may recommend it.
Bottom line:
A cleanser that kills bacteria ≠ a healthy daily skincare routine.
#skincareeducation #hibiclens #chlorhexidine #skintips #bodyodor
#dermtok #hidradenitissuppurativa",English,3100,55000,60,75,5.64,yes,no,product_promotion,unknown,misinformation,gut_health,unsupported,Unknown,no,no,high,,,,,,,,,,,,,,
drjoe_md,6877136543196120069,2200000,TRUE,"ER doctor telling stories
biz: drjoetiktok@gmail.com",influencer,unknown,Unknown,no,7615704941818105118,https://www.tiktok.com/@drjoe_md/video/7615704941818105118,2026-03-10T19:05:13.000Z,49,"sunburn, skincancerprevention, dermatology, medicaleducation","Sunburn peeling might look satisfying, but it is actually your body removing skin cells that were damaged by ultraviolet radiation. When UV light injures the DNA inside skin cells, those cells can trigger a built in self destruct process called apoptosis. Your immune system then clears them away, which is why the top layer of skin starts peeling a few days after a bad sunburn. It is essentially your body getting rid of cells that were too genetically damaged to keep around.

#sunburn #skincancerprevention #dermatology #medicaleducation",English,40900,2100000,3512,360,1.95,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
russwong.md,6930305751572382725,42100,FALSE,"Dermatologist 🇨🇦 
IG: russwong.md
Medical Director @ Rejuv.ca",dermatologist,unknown,Unknown,no,7517389209997495559,https://www.tiktok.com/@russwong.md/video/7517389209997495559,2025-06-18T20:29:37.000Z,42,"dermatologist, doctor, retinolburn, skincare, skintok, retinol, antiaging, dermreacts","Retinol burn occurs when the skin becomes irritated due to overuse or improper application of retinol-based products for your skin type. Using high concentrations of retinol or applying it too frequently can also increase the risk. 

To alleviate symptoms: allow your skin to heal by temporarily stopping the use of retinol, use a hydrating moisturizer, avoid harsh products that can further irritate the skin, protect your skin from sun exposure as retinol increases sun sensitivity. 

@lisat449 

#dermatologist #doctor #retinolburn #skincare #skintok #retinol #antiaging #dermreacts ",English,362,42900,297,11,0.84,yes,no,education,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,high,,,,,,,,,,,,,,
boutiqueskinenvie,7043536207485142021,12600,FALSE,Canada's #1 trusted source for medical-grade skincare and wellness. 🫧🧴,influencer,unknown,Unknown,no,7553734945617841416,https://www.tiktok.com/@boutiqueskinenvie/video/7553734945617841416,2025-09-24T19:09:39.000Z,44,"skincare, skinexpert, expensiveskincare, medicalgradeskincare, skincareboutique",Expensive? Yes. Worth it? Absolutely. Here are Beate’s picks that are totally worth the splurge 💸 #skincare #skinexpert #expensiveskincare #medicalgradeskincare #skincareboutique ,English,3469,124300,555,87,2.79,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
asmashah,20753382,376000,FALSE,Makeup Artist • Beauty & Lifestyle,influencer,unknown,Unknown,no,7568170542742703368,https://www.tiktok.com/@asmashah/video/7568170542742703368,2025-11-02T16:47:03.000Z,50,"lorealparis, skincare, hyaluronicacid, skinexpert, lorealparisad","My night time routine using L’Oréal Paris🧴✨.
@L’Oréal Paris #lorealparis #skincare #hyaluronicacid #skinexpert #lorealparisad ",Spanish/Portuguese,46900,1200000,1504,172,3.91,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drektay,6900312396847399941,42200,FALSE,"🩺 MD MBA MS👩🏽‍⚕️ 
🫧Skincare Education 🫧 
🚫NO MEDICAL ADVICE🚫
🎙️ Podcast host @Skin Anarchy",dermatologist,unknown,Unknown,no,7614050828613209375,https://www.tiktok.com/@drektay/video/7614050828613209375,2026-03-06T08:06:11.000Z,538,"barrierrepair, matureskin, glowuptips, skintips, sensitiveskin",This is a 7 night rotation meant to help heal and repair a damaged skin barrier. This video and any comments below are not medical advice. The routine starts around the 2 minute mark if you want to skip past all the skincare science. #barrierrepair #matureskin #glowuptips #skintips #sensitiveskin  ,English,3358,61400,223,365,5.47,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
boutiqueskinenvie,7043536207485142021,12600,FALSE,Canada's #1 trusted source for medical-grade skincare and wellness. 🫧🧴,influencer,unknown,Unknown,no,7617982035453349127,https://www.tiktok.com/@boutiqueskinenvie/video/7617982035453349127,2026-03-16T22:21:08.000Z,37,"skincare, skinexpert, skincareboutique, newskincare, medicalgradeskincare",NEW skincare launches that are definitely worth it. #skincare #skinexpert #skincareboutique #newskincare #medicalgradeskincare ,English,541,16000,46,2,3.38,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drektay,6900312396847399941,42200,FALSE,"🩺 MD MBA MS👩🏽‍⚕️ 
🫧Skincare Education 🫧 
🚫NO MEDICAL ADVICE🚫
🎙️ Podcast host @Skin Anarchy",dermatologist,unknown,Unknown,no,7584331742052355358,https://www.tiktok.com/@drektay/video/7584331742052355358,2025-12-16T06:01:06.000Z,375,"skincareroutine, skincareorder, matureskin, glowingskin, skincarelayering",This is your ULTIMATE guide for how to layer the actives in your skincare routine. I map out exactly where every skincare ingredient belongs so you are getting the maximum efficacy from your products and you’re also avoiding unnecessary irritation. This is NOT MEDICAL ADVICE! #skincareroutine #skincareorder #matureskin #glowingskin #skincarelayering ,English,6419,112900,609,366,5.69,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
opheyylia,112464028089589761,154000,FALSE,"Esthéticienne holistique & Facialiste
🪞🕯️🌱 Le skincare expliqué par une experte 
✉️ contact.opheyylia@gmail.com
MES SERVICES GLOWLISTIQUE ↓",esthetician,unknown,Unknown,no,7625563370363604246,https://www.tiktok.com/@opheyylia/video/7625563370363604246,2026-04-06T08:40:36.000Z,57,"boutons, skinexpert, svr, ampouleflashsebiaclear, peausaine","En tant que skin expert, je préfère traiter à la source avec l’ampoule flash Sebiaclear de @Laboratoire SVR, formulée avec des actifs intelligemment sélectionnés 👇🏼Publicité 

Acide azélaïque + niacinamide + zinc + BHA = combo gagnant pour :
•⁠ ⁠réduire les imperfections
•⁠ ⁠apaiser la peau
•⁠ ⁠réguler l’excès de sébum
•⁠ ⁠aider à prévenir les marques

On fait la paix avec notre peau en 2026 ✨

#boutons #skinexpert #svr #ampouleflashsebiaclear #peausaine ",Spanish/Portuguese,5902,3800000,411,56,0.16,yes,no,education,unknown,misinformation,supplements,unsupported,Unknown,no,no,high,,,,,,,,,,,,,,
ashleysmixon,7087645967123678254,872300,TRUE,"✨MIXON METHOD✨
SKINCARE•LIFESTYLE•CONFIDENCE

Collabs 💌: mixonmethod@gmail.com",influencer,unknown,Unknown,no,7488013129541094687,https://www.tiktok.com/@ashleysmixon/video/7488013129541094687,2025-03-31T16:36:04.000Z,290,"MixonMethod, Sculptra, PDRN, Microneedling, salmondna, matureskin, collagen, glassskin, SelfCare",MICRONEEDLING with PDRN + Sculptra 🍣 💉🧬 *EVERYTHING USED IS LISTED AT THE END #MixonMethod #Sculptra #PDRN #Microneedling #salmondna #matureskin #collagen #glassskin #SelfCare @Calecim Professional @imfrom_us @Naturium ,English,31200,1100000,3498,485,2.84,yes,no,education,unknown,misinformation,supplements,unsupported,Unknown,no,no,high,,,,,,,,,,,,,,
careclarkbsn,6786100061572105221,217600,FALSE,"The Self Care Nurse 🧖🏼‍♀️💖
Science-backed beauty + wellness + aesthetics✨",influencer,unknown,Unknown,no,7626550640684174623,https://www.tiktok.com/@careclarkbsn/video/7626550640684174623,2026-04-09T00:31:52.000Z,37,"stitch, dryskin, exfoliate, dehydratedskin, skincaretiktok","#stitch with @erin If your skin looks like “alligator skin” you might need to exfoliate! 🐊🫧

Dead skin cells can build up on the top layers of our skin, and overtime, can make you look dry, dull, textured. You can be moisturizing tons & still have dry skin, simply because the dead skin is preventing proper absorption! 

I recommend exfoliating twice a week with an ingredient best for your skin type! Will link these products in my ShopMy for you. 

#dryskin #exfoliate #dehydratedskin #skincaretiktok ",English,71,4410,3,3,1.61,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7626838673656417566,https://www.tiktok.com/@dermangelo/video/7626838673656417566,2026-04-09T19:09:29.000Z,134,"duet, dermreacts, skincare, dermatologist, dermangelo",#duet with @Official Lady Venom🇨🇦🧿 We were close! #dermreacts  #skincare  #dermatologist #dermangelo    ,English,382,9164,2,22,4.17,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7628224316122991903,https://www.tiktok.com/@dermangelo/video/7628224316122991903,2026-04-13T12:46:58.000Z,182,"duet, dermreacts, skincare, dermatologist, dermangelo",#duet with @Skin By Gill How is every item on the list “the most important”? #dermreacts  #skincare  #dermatologist #dermangelo    ,English,180,3327,6,19,5.41,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7628446837988461854,https://www.tiktok.com/@dermangelo/video/7628446837988461854,2026-04-14T03:10:08.000Z,60,"onthisday, dermreacts, skincare, dermatologist, dermangelo",#onthisday CUTE Chicken Bath Routine #dermreacts  #skincare  #dermatologist #dermangelo    ,English,470,5889,16,15,7.98,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7613403186715544863,https://www.tiktok.com/@dermangelo/video/7613403186715544863,2026-03-04T14:13:01.000Z,51,"dermreacts, skincare, dermatologist, dermangelo, reactionvideo",Did you see it??? #dermreacts  #skincare  #dermatologist #dermangelo  #reactionvideo  ,English,2975,403800,56,21,0.74,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7608615530961947934,https://www.tiktok.com/@dermangelo/video/7608615530961947934,2026-02-19T16:34:47.000Z,8,"dermreacts, skincare, dermatologist, dermangelo, reactionvideo",Stop following AI slop accounts!!! #dermreacts  #skincare  #dermatologist #dermangelo  #reactionvideo  ,English,2316,124100,6,12,1.87,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7523654227671993631,https://www.tiktok.com/@dermangelo/video/7523654227671993631,2025-07-05T17:41:14.000Z,48,"duet, dermreacts, skincare, dermatologist, reaction, reactionvideo, dermangelo","#duet with @Logan Walter If it’s so good, why did your pores look like that in the first place??? #dermreacts #skincare #dermatologist #reaction #reactionvideo #dermangelo ",English,10600,575400,64,108,1.84,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7600915918536887582,https://www.tiktok.com/@dermangelo/video/7600915918536887582,2026-01-29T22:36:10.000Z,82,"dermreacts, skincare, dermatologist, dermangelo, reactionvideo",BAD IDEA! #dermreacts  #skincare  #dermatologist #dermangelo  #reactionvideo  ,English,888,46600,22,95,1.91,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7604121706361326879,https://www.tiktok.com/@dermangelo/video/7604121706361326879,2026-02-07T13:56:31.000Z,148,"duet, dermreacts, hair, dermatologist, dermangelo",#duet with @gbatfit 5 FEET (!!!) of HAIR #dermreacts  #hair #dermatologist #dermangelo    ,English,529,10600,8,21,4.99,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
