creator_username,creator_id,creator_followers,subject_of_experience,intent_clarity,views,likes,comments,shares,engagement_rate,claim_type,claim_accuracy,evidence_present,label_confidence,Language,video_shot_complexity,face_visibility,indoor_outdoor,creator_gender,creator_race_visual,before_after_claim,No._people_video,condition_duration,condition_recurrence,active_ingredient,product_name,product_brand,country_origin,video_duration_seconds,creator_age_range,creator_type,creator_motivation,video_format,Video_type,skin_condition_type,skin_severity,treatment_type,outcome_type,side_effects,time_to_result_claim,unrealistic_claim_flag,sponsored_content,affiliate_link_present,hashtags,condition_extent,misinfo_label
drpremtripathi,drpremtripathi,13.555833978433633,general_advice,2,13.426313898115824,10.102379394048045,6.902742737158593,6.75343791859778,3.6,clinically_accurate,partial,yes,1,en,2,yes,indoor,male,south_asian,0,1,years,yes,tretinoin,"tretinoin, horse chestnut seed extract, super glue, crazy glue, liquid bandages",none,India,4.2626798770413155,adult,dermatologist,education,talking_head,0.0,unclear,0,mixed,promised_only,none_mentioned,none,1,unclear,no,"#drpremtripathi, #wingedblepharoplasty, #facialplasticsurgery, #tretinoin",face_only,no
drjennyliu,drjennyliu,13.01098702505448,self,2,14.151983508870947,10.885584751364705,6.318968113746434,8.252185436003328,3.81,clinically_accurate,partial,anecdotal,1,en,3,yes,indoor,female,asian,0,1,months,unknown,"tretinoin, lactic acid",tretinoin,Padagis,United States,3.784189633918261,young_adult,dermatologist,education,talking_head,0.0,mixed,2,topical,improved,none_mentioned,months,0,unclear,no,"#tretinoin, #retinolskincare, #skincaretips, #dermatologist, #tretinoinjourney",face_only,no
dr.tomassian,dr.tomassian,14.508658238524095,general_advice,2,12.83708108983072,9.172119159155985,4.672828834461906,6.073044534100405,2.56,clinically_accurate,supported,no,2,en,2,yes,indoor,male,middle_eastern,1,2,unknown,unknown,"salicylic acid, alpha hydroxy acid, adapalene, tretinoin, mandelic acid","tretinoin, adapalene",CeraVe,United States,3.6888794541139363,adult,dermatologist,education,duet_stitch,0.0,mixed,1,topical,promised_only,purging,months,0,no,no,"#stitch, #tretinoin, #retinol, #skincare",face_only,no
natalie_oneillll,natalie_oneillll,13.815511557963774,patient,2,13.997832948091215,10.526775414924009,6.429719478039138,7.659171367666058,3.11,diy_topicals,partial,anecdotal,1,en,3,yes,indoor,female,white,1,1,weeks,unknown,tretinoin,"tretinoin cream, vicks vaporub, duct tape",dermatica,unknown,5.198497031265826,young_adult,patient,personal_sharing,before_after,0.0,acne,1,topical,improved,none_mentioned,months,0,yes,no,"#dermatica, #tretinoinjourney, #tretinoincream, #tretinoinpurge, #tretinoinpurge, #tretinoinbeforeandafter, #retinaldehyde, #retinoidpurge, #bestretinolproduct, #skintexturechallenge, #howtouseretinol, #tretinoinsquad",face_only,no
catchangmd,catchangmd,11.444657330797734,general_advice,2,13.309839957537521,9.820160289946374,5.288267030694535,7.403061091090091,3.05,general_advice,supported,no,2,en,2,yes,indoor,female,asian,0,1,weeks,yes,tretinoin,"Tretinoin Cream USP, 0.05%",TARO,United States,4.465908118654584,young_adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,irritation,none,0,no,no,#tretinoin,face_only,no
sarahsaleen,sarahsaleen,12.426015078728476,general_advice,2,15.671808704579888,12.608536587975873,7.29776828253138,9.873079890114703,4.67,clinically_accurate,supported,no,1,en,3,yes,indoor,female,hispanic,0,1,weeks,yes,tretinoin,ingrown hair peel pads,First Aid Beauty,United States,4.060443010546419,young_adult,influencer,education,talking_head,0.0,hormonal_acne,0,topical,promised_only,none_mentioned,none,0,no,no,"#tretinoin, #tretinoinforbeginners, #tretinoinforacne, #tretinoinbeforeandafter, #tretinointips, #sandwichmethod, #tretinoin101",face_only,no
dermarkologist,dermarkologist,13.997832948091215,patient,1,12.925864191308163,9.02749867993534,4.709530201312334,6.597145701886651,2.03,clinically_accurate,partial,anecdotal,1,en,3,yes,both,male,white,1,2,months,yes,isotretinoin,"accutane, oral isotretinoin",Accutane,United States,3.1780538303479458,adult,dermatologist,education,before_after,0.0,cystic_acne,3,oral,improved,none_mentioned,months,0,unclear,no,"#accutane, #isotretinoin, #acnejourney",face_only,no
dermguru,dermguru,14.346139397261565,general_advice,1,14.220976332738882,10.978507040265917,6.4967749901858625,8.65084957622891,3.91,clinically_accurate,partial,no,1,en,2,yes,indoor,female,white,0,1,unknown,yes,"azelaic acid, salicylic acid, niacinamide, tretinoin, sulfur, accutane","accutane, azelaic acid, vitamin c, retinoid, sulfur mask, salicylic acid, niacinamide, tretinoin, peptides, hyaluronic acid, petroleum jelly",Roche,United States,4.343805421853684,adult,influencer,education,talking_head,0.0,acne,0,oral,promised_only,none_mentioned,none,0,no,no,"#dermtok, #dermguru, #accutane, #accutanejourney",face_only,no
erinnoelleh,erinnoelleh,12.176133921127343,general_advice,2,15.201805169084134,12.049424683420915,8.181440695719374,7.942362237674335,4.28,clinically_accurate,partial,no,1,en,1,yes,indoor,female,white,0,1,years,yes,"salicylic acid, lactic acid","MediCube Zero Pore Pads, Paula's Choice BHA, Russell","MediCube, Paula's Choice, Russell",United States,5.278114659230517,young_adult,dermatologist,education,talking_head,0.0,acne,1,topical,promised_only,none_mentioned,none,0,no,no,"#accutane, #spironolactone, #acne, #skin, #skinjourney, #fyp, #makeup, #holistichealth",face_only,no
alixearle,alixearle,15.955576839107596,self,1,15.856731016694035,13.083416706697985,7.4073177104694174,9.525224101853109,6.25,clinically_accurate,partial,anecdotal,1,en,1,unknown,unknown,unknown,unknown,0,1,unknown,unknown,"benzoyl peroxide, retinol","benzoyl peroxide washer, light moisturizer, sunscreen, gentle cleanser, retinol",none,unknown,,not_identified,dermatologist,personal_sharing,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,0,unclear,no,#notapaidpromotion,unknown,no
kennedyfaris,kennedyfaris,10.922352923113982,general_advice,2,10.689692377847104,8.02322468471667,5.5909869805108565,3.332204510175204,6.95,clinically_accurate,partial,yes,1,en,1,yes,indoor,female,white,1,1,unknown,unknown,retinol,"retinol, sunscreen",none,Canada,3.871201010907891,young_adult,dermatologist,education,talking_head,0.0,acne,1,oral,improved,none_mentioned,none,0,no,no,"#realisticroutineswithken, #confidentwithken, #accutaneresults, #acneproneskin, #confidencetips",face_only,no
annatheshum,annatheshum,9.249657234353133,general_advice,2,14.508658238524095,11.047726275896391,5.805134968916488,8.001019961323651,3.14,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,white,1,1,years,yes,"benzoyl peroxide, hypochlorous acid, accutane","Hip Cleanse, Heavy Cleanse, Accutane",Accutane,United States,3.871201010907891,young_adult,patient,personal_sharing,before_after,0.0,acne,3,oral,improved,none_mentioned,months,0,no,no,"#acne, #newyork, #nyc, #newyorkcity, #nyccontentcreator, #contentcreator, #goals, #nycinfluencer, #accutane, #insecurity, #anxiety, #columbia, #columbiastudent, #columbiauniversity, #motivation, #wellness, #skincare, #relatable, #skincaretips, #accutanejourney, #accutanediary, #selflove, #confidence, #bodypositivity, #dry, #grwm, #dryskin",face_only,no
annafaiith_,annafaiith_,10.416341118636355,self,1,9.409273194575334,5.6937321388027,3.1354942159291497,1.6094379124341003,2.43,clinically_accurate,partial,anecdotal,1,ca,2,yes,both,female,white,1,1,days,unknown,isotretinoin,accutane,Accutane,United States,4.454347296253507,young_adult,patient,personal_sharing,talking_head,0.0,acne,1,oral,unclear,unclear,none,0,no,no,"#accutane, #accutanetips, #accutanejourney, #yap, #accutaneresults",face_only,yes
honey_robinson,honey_robinson,12.647551406590285,self,2,12.552852292101369,9.883335864325275,4.634728988229636,6.923628628138427,6.93,clinically_accurate,supported,anecdotal,2,en,2,yes,indoor,female,asian,0,1,weeks,unknown,retinol,accutane,Claritin,United States,3.784189633918261,young_adult,patient,education,talking_head,0.0,acne,2,topical,promised_only,none_mentioned,weeks,0,no,no,"#acnejourney, #acne, #accutane, #skincare, #grwm",face_only,no
annatheshum,annatheshum,9.249657234353133,self,0,13.600212400905509,9.852246888342531,4.812184355372417,7.195187320178709,2.36,product_promotion,partial,anecdotal,0,en,2,yes,indoor,female,white,1,1,months,unknown,isotretinoin,"isotretinoin, Epicutis Lipid Serum, Augustinus Batter cream, Cellcosmed Cellu-Total XT","Epicutis, Augustinus Batter, Cellcosmed",United States,3.044522437723423,young_adult,patient,personal_sharing,before_after,0.0,acne,3,oral,worsened,none_mentioned,months,0,no,no,"#acne, #newyork, #nyc, #newyorkcity, #nyccontentcreator, #contentcreator, #goals, #nycinfluencer, #accutane, #winter, #winteroutfit, #columbia, #columbiastudent, #columbiauniversity, #motivation, #wellness, #skincare, #relatable, #skincaretips, #accutanejourney, #accutanediary, #selflove, #confidence, #bodypositivity",face_only,yes
tafadzwaaaa,tafadzwaaaa,7.00397413672268,self,1,14.077875591662238,11.367911253546788,7.755338812846501,8.996899596123358,6.65,general_advice,partial,anecdotal,0,en,2,yes,indoor,female,black,0,1,weeks,unknown,isotretinoin,accutane,Accutane,United States,4.867534450455582,young_adult,influencer,education,talking_head,0.0,acne,3,oral,promised_only,none_mentioned,none,0,no,no,"#acne, #accutane, #accutanejourney",face_only,no
dermdoctor,dermdoctor,16.68907525404123,general_advice,2,15.250595321348806,11.750374207389497,7.198183577101943,8.729558869558568,3.02,product_promotion,partial,no,0,en,3,yes,indoor,male,white,0,1,unknown,yes,salicylic acid,"problem solver, resurfacing compound, maestro revive renewing serum","may lindstrom, skin better science, paula's choice",United States,3.5263605246161616,adult,dermatologist,promotion,talking_head,0.0,mixed,1,topical,promised_only,none_mentioned,none,0,yes,no,"#PaulasChoice, #Skincare, #LearnonTikTok, #DermDoctor, #acne, #salicylicacid, #betahydroxyacids",face_only,no
dermdoctor,dermdoctor,16.68907525404123,general_advice,2,15.702580358511794,12.359656021613945,6.519147287940395,8.334711621820917,3.53,product_promotion,partial,anecdotal,1,en,3,yes,indoor,male,middle_eastern,1,1,days,yes,"salicylic acid, azelaic acid, niacinamide, zinc",ampoule flash Cébia Clear,"S-Vert, Beekman 1802",France,3.4011973816621555,adult,dermatologist,education,talking_head,0.0,mixed,2,topical,promised_only,none_mentioned,days,0,yes,no,"#dermdoctor, #willowbark, #skincare, #largepores, #salicylicacid, #beekman1802, #b1802partner",face_only,no
mattrandon,mattrandon,14.077875591662238,general_advice,2,11.645715332733134,8.329416783939319,2.995732273553991,5.703782474656201,3.63,clinically_accurate,partial,anecdotal,1,en,3,yes,indoor,male,white,0,2,weeks,yes,"lactic acid, mandelic acid, salicylic acid, glycolic acid, pha",Salicylic Acid Serum,The Ordinary,United States,4.204692619390966,young_adult,influencer,education,duet_stitch,0.0,blackheads,2,topical,promised_only,none_mentioned,none,0,no,no,"#blackheads, #blackhead, #acneproneskin, #acnetips, #skincarereview",face_only,no
annietamaki,annietamaki,11.6776005682537,general_advice,1,15.483217567201578,11.864996828675356,6.565264970035361,8.214465160759186,2.68,clinically_accurate,partial,yes,1,en,2,yes,indoor,female,asian,0,1,unknown,unknown,salicylic acid,salicylic acid,none,United States,3.828641396489095,young_adult,dermatologist,education,talking_head,0.0,unclear,0,topical,unclear,none_mentioned,none,0,no,no,"#salicylicacid, #skincaretips, #bha, #betahydroxyacids, #annaytime, #chemicalexfoliant",face_only,no
philsmypharmacist,philsmypharmacist,14.557448378884015,general_advice,2,9.503084610020228,6.093569770045136,2.0794415416798357,4.276666119016055,3.3,clinically_accurate,supported,no,1,en,3,yes,indoor,male,white,0,1,unknown,unknown,salicylic acid,Shameless,none,United States,4.110873864173311,middle_aged,dermatologist,education,talking_head,0.0,mixed,3,topical,promised_only,none_mentioned,none,0,unclear,no,"#philsmypharmacist, #salicylicacid, #skinhacks",face_and_body,not_sure
shereeneidriss,shereeneidriss,13.997832948091215,general_advice,2,13.997832948091215,11.060384472475045,5.560681631015528,8.380456667842767,5.3,clinically_accurate,supported,no,1,en,2,yes,indoor,female,white,0,1,unknown,unknown,"salicylic acid, glycolic acid",the ordinary glycolic acid,the ordinary,United States,4.0943445622221,young_adult,influencer,education,duet_stitch,0.0,unclear,0,topical,unclear,pain,none,0,no,no,"#stitch, #glycolicacid, #salicylicacid, #theordinaryglycolicacid, #oilyhair, #scalpcare, #scalptreatment",face_only,yes
dr.ljmaxfield,dr.ljmaxfield,12.323415584358154,general_advice,1,8.837971491357209,5.4116460518550396,2.0794415416798357,2.1972245773362196,3.24,clinically_accurate,partial,anecdotal,1,en,3,yes,indoor,male,white,1,1,unknown,yes,salicylic acid,"gommage, white rice",La Roche-Posay,unknown,3.091042453358316,adult,dermatologist,education,talking_head,0.0,mixed,2,topical,improved,none_mentioned,none,0,unclear,no,"#salicylicacid, #pores, #acne, #psoriasis, #dandruff",face_only,yes
denverskindoc,denverskindoc,14.077875591662238,patient,2,12.203073151542435,8.166500319155052,4.976733742420574,5.402677381872279,1.77,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,white,1,2,unknown,unknown,salicylic acid,none,none,United States,4.23410650459726,adult,dermatologist,education,demo,0.0,mixed,1,professional_procedure,improved,none_mentioned,none,0,no,no,"#chemicalpeel, #dermatologist, #acnetips, #jessners, #salicylicacidpeel, #acnechemicalpeel, #asmr",face_only,no
drsomjiskin,drsomjiskin,11.234546649377918,general_advice,0,10.586609649448985,6.821107472256465,3.295836866004329,3.2188758248682006,2.31,none,na,no,1,en,3,yes,indoor,male,south_asian,1,1,unknown,unknown,salicylic acid,Laneige lip sleeping mask,Laneige,United States,3.7612001156935624,adult,dermatologist,education,talking_head,0.0,acne,2,topical,promised_only,irritation,none,0,no,no,"#salicylicacid, #acnetips, #skincaremistakes, #dermatologisttips, #skincareeducation, #skintok, #fyp",face_only,no
drsomjiskin,drsomjiskin,11.234546649377918,patient,1,9.741027444837728,5.484796933490655,2.1972245773362196,3.4339872044851463,1.41,clinically_accurate,partial,anecdotal,1,en,3,yes,indoor,male,south_asian,0,1,unknown,yes,"salicylic acid, niacinamide",Skin Clear Salicylic Acid Exfoliating Toner and Foaming Face Wash,Boots,United States,3.7376696182833684,adult,dermatologist,education,talking_head,0.0,blackheads,3,topical,promised_only,none_mentioned,none,0,unclear,no,"#SalicylicAcid, #salicylicacidproducts, #skincareproductsthatwork, #blackheads, #SkinHealth, #skincare, #sensitiveskin, #niacinamide, #serum",face_only,not_sure
aamnaadel,aamnaadel,14.403297778421795,patient,0,11.978550773342342,8.599694412927981,4.465908118654584,4.61512051684126,3.41,none,na,no,0,en,2,yes,indoor,female,white,0,4,unknown,unknown,tretinoin,tretinoin,none,unknown,3.1780538303479458,young_adult,dermatologist,education,talking_head,0.0,unclear,0,none,no_change,none_mentioned,none,0,no,no,"#dermatologist, #skincare, #skincareroutine, #cleansing, #tretinoin",face_and_body,yes
dr.mamina,dr.mamina,13.997832948091215,general_advice,2,9.32375833901174,6.452048954437226,3.5263605246161616,2.8903717578961645,5.65,product_promotion,partial,anecdotal,1,en,2,yes,indoor,female,asian,0,1,unknown,yes,none,hydro jelly mask,"Casamere, PCA Skin",United States,4.007333185232471,adult,influencer,education,talking_head,0.0,unclear,0,lifestyle,promised_only,none_mentioned,none,0,no,no,"#antiatingtreatment, #aginggracefully, #dermatologist, #skinaging, #antiaging",face_only,yes
shereeneidriss,shereeneidriss,13.997832948091215,general_advice,1,14.220976332738882,11.002116507732017,6.51025834052315,7.004881989712859,4.0,general_advice,partial,no,0,en,2,yes,indoor,female,white,0,1,unknown,unknown,none,none,none,United States,5.459585514144159,adult,dermatologist,education,talking_head,0.0,unclear,0,none,no_change,none_mentioned,none,0,no,no,"#skincaretips, #skintips, #skincarehacks, #skinhacks, #dermatologist, #shereeneidriss, #dridriss, #skincareroutine",face_only,not_sure
dr.mamina,dr.mamina,13.997832948091215,general_advice,2,11.256754979390998,8.372398606513004,3.8918202981106265,4.976733742420574,5.59,general_advice,na,no,1,en,2,yes,indoor,female,asian,0,1,unknown,unknown,none,none,none,unknown,3.4965075614664802,adult,dermatologist,education,talking_head,0.0,unclear,0,professional_procedure,unclear,other,none,0,no,no,"#dermatologist, #dermatology, #doctorlife",body_only,not_sure
drspf,drspf,14.077875591662238,self,2,12.296374851796545,9.169101623959586,5.135798437050262,6.410174881966167,4.38,none,na,anecdotal,2,en,3,yes,indoor,female,asian,0,1,years,yes,retinol,"AlphaRet Overnight Cream, Retinol B3 Serum, SkinCeuticals Retinol 1.0, Paula's Choice 1% Retinol Treatment, Blue Lizard Australian Sunscreen SPF 50+","SkinBetter Science, La Roche-Posay, CeraVe, SkinCeuticals, Paula's Choice, Blue Lizard",United States,4.465908118654584,adult,influencer,education,talking_head,0.0,unclear,1,topical,unclear,none_mentioned,none,0,unclear,no,"#retinol, #dermatologist, #drsugaiskincare, #beautysecrets, #beautyhacks, #beautytips, #antiagingskincare, #skincareroutine",face_only,yes
dermangelo,dermangelo,13.272335625445832,general_advice,2,13.226364769872523,10.74937727911096,6.953684210870537,7.460490305825338,8.4,clinically_accurate,supported,no,2,ro,2,yes,indoor,female,white,0,1,unknown,unknown,benzoyl peroxide,benzoyl peroxide wash,none,United States,5.159055299214529,young_adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#skincare, #haircare, #dermatologist, #dermangelo",face_only,no
drmadalyn,drmadalyn,12.050009304398564,general_advice,2,12.536458540752227,9.933094897288786,5.241747015059643,6.54534966033442,7.4,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,asian,0,1,unknown,unknown,"benzoyl peroxide, retinoids",Sculptra,Sculptra,United States,4.890349128221754,adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,dryness,none,0,unclear,no,"#dermatologist, #microneedling, #aginggracefully, #sculptra, #wearfigs",face_only,no
denverskindoc,denverskindoc,14.077875591662238,general_advice,2,12.936758837513851,9.036819971135296,5.159055299214529,6.222576268071369,2.02,clinically_accurate,supported,anecdotal,2,en,2,yes,indoor,male,white,0,2,unknown,yes,benzoyl peroxide,Panoxyl,Panoxyl,United States,4.736198448394496,adult,dermatologist,education,duet_stitch,0.0,unclear,0,none,no_change,none_mentioned,none,0,no,no,"#melanoma, #melanomaawareness, #skincancer, #dermatologist, #moles",face_only,no
dermarkologist,dermarkologist,13.997832948091215,general_advice,1,10.936689829317784,7.422373700986824,3.1354942159291497,3.8918202981106265,2.98,general_advice,na,no,0,en,3,yes,indoor,male,white,0,2,unknown,unknown,"adapalene, azelaic acid","Azelaic Acid Suspension 10%, Adapalene Gel 0.1%, Hydroquinone 4% Cream","The Ordinary, Differin, Acella",unknown,4.499809670330265,adult,influencer,education,duet_stitch,0.0,acne_scars,2,mixed,promised_only,none_mentioned,none,0,unclear,no,"#dermatologist, #hyperpigmentation, #skincaretips, #dermarkologist",face_only,yes
skinbydrazi,skinbydrazi,14.45736497045232,general_advice,2,10.61890979160975,7.482681828154651,3.1780538303479458,4.02535169073515,4.34,clinically_accurate,supported,yes,2,no,2,yes,indoor,female,middle_eastern,0,1,weeks,unknown,benzoyl peroxide,panoxyl,panoxyl,United States,3.258096538021482,adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#skincare, #skincaretips, #skincareroutine, #learnontiktok, #skintok, #acneskincare, #skinbydrazi, #dermatologist",face_only,no
aamnaadel,aamnaadel,14.403297778421795,general_advice,2,13.910821646859095,10.738589920723442,5.932245187448011,7.721791776817535,4.19,clinically_accurate,supported,yes,2,en,2,yes,indoor,female,middle_eastern,0,1,unknown,unknown,benzoyl peroxide,benzoyl peroxide,none,unknown,4.394449154672439,young_adult,dermatologist,education,talking_head,0.0,mixed,0,mixed,promised_only,none_mentioned,none,0,unclear,no,"#dermatologist, #dradel, #skintok, #skincare, #skincaretips, #skincareroutine, #pores, #minimisepores, #skintexture, #glassskin, #poreless, #routine, #retinol, #spf, #exfoliation, #exfoliate, #foryou, #fyp",face_only,no
drjennyliu,drjennyliu,13.01098702505448,general_advice,2,13.527829818844937,9.989711119284745,5.099866427824199,6.79794041297493,2.91,clinically_accurate,supported,yes,2,en,1,unknown,unknown,unknown,unknown,0,1,unknown,unknown,"benzoyl peroxide, retinoid","Cetaphil benzoyl peroxide cleanser, CeraVe benzoyl peroxide cleanser, The Inkey List benzoyl peroxide cleanser, Naturium benzoyl peroxide cleanser, Neutrogena benzoyl peroxide treatment mask, Hanoxo benzoyl peroxide cleanser","Cetaphil, CeraVe, The Inkey List, Naturium, Neutrogena, Hanoxo",United States,,adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,irritation,none,0,unclear,no,"#sebaceousfilament, #skincaretips, #porecare, #oilyskin, #dermatologist, #dermtok, #skintok",unknown,no
dr.mamina,dr.mamina,13.997832948091215,general_advice,2,10.196194479235656,7.045776576879511,2.5649493574615367,4.499809670330265,4.28,clinically_accurate,partial,no,1,en,2,yes,indoor,female,asian,0,1,unknown,yes,"benzoyl peroxide, salicylic acid, niacinamide","benzoyl peroxide cleanser, salicylic acid toner, niacinamide serum",Vick's,Malaysia,4.406719247264253,young_adult,dermatologist,education,talking_head,0.0,mixed,0,mixed,promised_only,none_mentioned,none,1,unclear,no,"#dermatologytiktok, #dermatology, #dermatologist, #skin, #tiktokpartner",face_and_body,no
dermdoctor,dermdoctor,16.68907525404123,general_advice,1,16.001561947061912,13.115139346814992,7.740229524763182,10.188704088048116,5.58,clinically_accurate,partial,no,1,en,3,yes,indoor,male,middle_eastern,0,1,unknown,yes,benzoyl peroxide,Lactic Acid 5% + HA,The Ordinary,United States,3.044522437723423,adult,dermatologist,education,talking_head,0.0,hormonal_acne,1,topical,promised_only,none_mentioned,months,0,unclear,no,"#dermatologist, #skincare, #beautyhacks, #learnontiktok, #skincareroutine, #acne, #glowup, #fyp",face_only,no
drjennyliu,drjennyliu,13.01098702505448,general_advice,2,13.737009411474498,10.275085591132715,5.420534999272286,6.811244378601294,3.14,clinically_accurate,supported,no,2,no,3,yes,indoor,female,asian,0,1,unknown,unknown,"benzoyl peroxide, salicylic acid",CeraVe Foaming Facial Cleanser,CeraVe,United States,4.07753744390572,young_adult,influencer,education,talking_head,0.0,mixed,1,topical,promised_only,none_mentioned,none,0,unclear,no,"#texturedskin, #skincaretips, #cloggedpores, #congestedskin, #skincarehacks, #acneproneskin, #dermatologist, #skintok, #dermtok",face_only,no
aamnaadel,aamnaadel,14.403297778421795,general_advice,2,12.16577655436517,9.18686701579054,4.430816798843313,6.674561391814426,5.08,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,white,0,1,unknown,yes,"benzoyl peroxide, salicylic acid, retinoid, clindamycin, isotretinoin","topical retinoid, face wash, benzoyl peroxide, salicylic acid, clindamycin lotion, oral antibiotics, oral hormonal medications, isotretinoin",Nizoral,Brazil,4.04305126783455,adult,dermatologist,education,talking_head,0.0,acne,3,mixed,promised_only,none_mentioned,none,0,unclear,no,"#dermatologist, #dradel, #skintok, #skincare, #skincareroutine, #skincareproducts, #dryskin, #hygiene, #hygienehacks, #hygieneproducts, #fungalinfection, #fungalnail, #productrecommendations, #diyskincare, #skinhacks, #athome, #diy, #warts, #wartsremoval, #foryou, #fyp",face_and_body,no
aamnaadel,aamnaadel,14.403297778421795,general_advice,2,14.151983508870947,10.929547069355774,4.927253685157205,7.498869733976931,3.99,clinically_accurate,supported,yes,2,en,3,partial,indoor,female,white,0,1,unknown,yes,"benzoyl peroxide, salicylic acid, tretinoin, clindamycin, isotretinoin","topical retinoid, face wash with benzoyl peroxide, benzoyl peroxide, salicylic acid, clindamycin lotion, oral antibiotics, oral hormonal medications, isotretinoin",The Ordinary,United States,3.9512437185814275,adult,dermatologist,education,duet_stitch,0.0,acne,3,mixed,promised_only,none_mentioned,none,0,unclear,no,"#dermatologist, #skintok, #ingrownhairs, #shavingroutine, #hygienetips",body_only,no
dr.mamina,dr.mamina,13.997832948091215,general_advice,2,13.002004276539308,9.268703615273097,4.430816798843313,5.5134287461649825,2.39,general_advice,partial,anecdotal,2,en,2,yes,indoor,female,asian,1,1,years,yes,none,none,none,United States,4.060443010546419,adult,dermatologist,education,talking_head,0.0,hormonal_acne,1,mixed,promised_only,none_mentioned,weeks,0,no,no,"#ingrownhair, #hotgirl, #hotgirlsummer, #skincaretips, #skincarehacks, #dermatologist",face_and_body,no
drjennyliu,drjennyliu,13.01098702505448,self,1,12.818825598307294,8.782936356349264,5.2832037287379885,7.394493107219038,1.77,product_promotion,partial,anecdotal,1,en,3,yes,indoor,female,asian,0,1,weeks,unknown,niacinamide,"q a brightening serum, minimalist serum","q a, minimalist",United States,4.07753744390572,young_adult,dermatologist,education,talking_head,0.0,acne_scars,2,topical,worsened,none_mentioned,instant,0,no,no,"#rash, #hives, #dermatologist, #skincaretips, #dermtok",face_and_body,no
dermguru,dermguru,14.346139397261565,general_advice,2,11.383966460172834,8.149890544402423,3.5263605246161616,5.5093883366279774,3.94,clinically_accurate,supported,no,2,en,3,partial,indoor,female,white,1,1,unknown,unknown,niacinamide,CeraVe facial moisturizers,"CeraVe, La Roche-Posay",United States,2.9444389791664403,young_adult,influencer,education,talking_head,0.0,mixed,2,topical,promised_only,none_mentioned,none,0,unclear,no,"#dermguru, #dermtok",face_only,no
aamnaadel,aamnaadel,14.403297778421795,general_advice,1,11.914389245098882,8.210124405164267,3.5553480614894135,4.68213122712422,2.46,clinically_accurate,supported,yes,1,en,3,partial,indoor,female,south_asian,0,1,unknown,unknown,"niacinamide, retinol","Elta MD UV Clear, Retinol B3, Cetaphil Gentle Skin Cleanser","Elta MD, La Roche-Posay, Cetaphil, Medicube, Eucerin, RoC",unknown,4.1588830833596715,young_adult,dermatologist,education,talking_head,0.0,mixed,2,topical,promised_only,none_mentioned,none,0,yes,no,"#dermatologist, #skincare, #skincareroutine, #largepores, #drugstore",face_only,no
dermguru,dermguru,14.346139397261565,self,1,14.557448378884015,12.128656901032139,5.991464547107982,8.057060681965766,8.81,clinically_accurate,partial,anecdotal,1,en,3,partial,indoor,unknown,unknown,0,1,unknown,yes,"salicylic acid, benzoyl peroxide, adapalene, niacinamide",Peach Serum,Anua,United States,3.332204510175204,adult,dermatologist,education,demo,0.0,acne,0,topical,improved,irritation,none,0,no,no,"#salicylicacid, #benzoylperoxide, #adapalene, #retinoids, #dermrecommended, #dermguru, #acnetreatment, #drugstoreskin, #affordableskincare, #acnetok, #acnetreatment",face_only,no
dermangelo,dermangelo,13.272507757002963,general_advice,2,10.866680954096502,6.790097235513905,3.58351893845611,2.833213344056216,1.69,clinically_accurate,partial,yes,1,en,3,yes,indoor,female,white,0,2,unknown,unknown,niacinamide,none,none,United States,5.545177444479562,adult,dermatologist,education,duet_stitch,0.0,acne_scars,0,topical,worsened,none_mentioned,none,0,no,no,"#duet, #SkincareTips, #dermreacts, #skincare, #dermatologist, #reaction, #reactionvideo, #dermangelo, #skintok",face_only,no
brownskinderm,brownskinderm,11.278480795900865,general_advice,2,10.983613347424248,8.07775756373692,4.343805421853684,4.204692619390966,5.47,clinically_accurate,supported,yes,1,en,3,yes,indoor,female,black,0,2,days,unknown,niacinamide,hibiclens,Hibiclens,United States,3.8501476017100584,adult,dermatologist,education,talking_head,0.0,unclear,3,topical,promised_only,none_mentioned,none,0,no,no,"#skincareeducation, #hibiclens, #chlorhexidine, #skintips, #bodyodor, #dermtok, #hidradenitissuppurativa",face_and_body,no
drjoe_md,drjoe_md,14.603968372873895,general_advice,2,14.648420115681892,10.729875458480967,6.013715156042802,8.23403420769204,1.99,clinically_accurate,supported,yes,2,en,3,yes,both,male,white,0,2,unknown,unknown,niacinamide,none,none,United States,3.912023005428146,adult,other,education,duet_stitch,0.0,acne_scars,0,none,no_change,none_mentioned,none,0,no,no,"#sunburn, #skincancerprevention, #dermatology, #medicaleducation",body_only,no
